x,y,u,v
703,10,0.867154,2.02382e-07
704,10,0.867155,2.01769e-07
705,10,0.867156,2.01156e-07
706,10,0.867157,2.00542e-07
707,10,0.867157,1.99928e-07
708,10,0.867158,1.99314e-07
709,10,0.867159,1.987e-07
710,10,0.86716,1.98085e-07
711,10,0.867161,1.9747e-07
712,10,0.867162,1.96855e-07
713,10,0.867163,1.9624e-07
714,10,0.867163,1.95624e-07
715,10,0.867164,1.95008e-07
716,10,0.867165,1.94391e-07
717,10,0.867166,1.93775e-07
718,10,0.867167,1.93158e-07
719,10,0.867168,1.92541e-07
720,10,0.867169,1.91924e-07
721,10,0.86717,1.91306e-07
722,10,0.867171,1.90689e-07
723,10,0.867172,1.90071e-07
724,10,0.867172,1.89453e-07
725,10,0.867173,1.88834e-07
726,10,0.867174,1.88216e-07
727,10,0.867175,1.87597e-07
728,10,0.867176,1.86978e-07
729,10,0.867177,1.86359e-07
730,10,0.867178,1.8574e-07
731,10,0.867179,1.8512e-07
732,10,0.86718,1.845e-07
733,10,0.867181,1.83881e-07
734,10,0.867182,1.83261e-07
735,10,0.867183,1.8264e-07
736,10,0.867184,1.8202e-07
737,10,0.867185,1.814e-07
738,10,0.867186,1.80779e-07
739,10,0.867187,1.80158e-07
740,10,0.867188,1.79537e-07
741,10,0.867189,1.78916e-07
742,10,0.86719,1.78295e-07
743,10,0.867191,1.77674e-07
744,10,0.867192,1.77053e-07
745,10,0.867192,1.76431e-07
746,10,0.867193,1.7581e-07
747,10,0.867194,1.75188e-07
748,10,0.867195,1.74566e-07
749,10,0.867196,1.73944e-07
750,10,0.867197,1.73322e-07
751,10,0.867198,1.727e-07
752,10,0.867199,1.72078e-07
753,10,0.8672,1.71456e-07
754,10,0.867201,1.70834e-07
755,10,0.867202,1.70211e-07
756,10,0.867204,1.69589e-07
757,10,0.867204,1.68966e-07
758,10,0.867206,1.68344e-07
759,10,0.867207,1.67721e-07
760,10,0.867208,1.67099e-07
761,10,0.867209,1.66476e-07
762,10,0.86721,1.65853e-07
763,10,0.867211,1.65231e-07
764,10,0.867212,1.64608e-07
765,10,0.867213,1.63985e-07
766,10,0.867214,1.63362e-07
767,10,0.867215,1.62739e-07
768,10,0.867216,1.62116e-07
769,10,0.867217,1.61494e-07
770,10,0.867218,1.60871e-07
771,10,0.867219,1.60248e-07
772,10,0.86722,1.59625e-07
773,10,0.867221,1.59002e-07
774,10,0.867222,1.58379e-07
775,10,0.867223,1.57756e-07
776,10,0.867224,1.57133e-07
777,10,0.867225,1.56511e-07
778,10,0.867226,1.55888e-07
779,10,0.867227,1.55265e-07
780,10,0.867229,1.54642e-07
781,10,0.86723,1.54019e-07
782,10,0.867231,1.53396e-07
783,10,0.867232,1.52774e-07
784,10,0.867233,1.52151e-07
785,10,0.867234,1.51529e-07
786,10,0.867235,1.50906e-07
787,10,0.867236,1.50283e-07
788,10,0.867237,1.49661e-07
789,10,0.867238,1.49038e-07
790,10,0.867239,1.48416e-07
791,10,0.86724,1.47794e-07
792,10,0.867242,1.47171e-07
793,10,0.867243,1.46549e-07
794,10,0.867244,1.45927e-07
795,10,0.867245,1.45305e-07
796,10,0.867246,1.44683e-07
797,10,0.867247,1.44061e-07
798,10,0.867248,1.43439e-07
799,10,0.867249,1.42817e-07
800,10,0.86725,1.42195e-07
801,10,0.867251,1.41573e-07
802,10,0.867253,1.40952e-07
803,10,0.867254,1.4033e-07
804,10,0.867255,1.39709e-07
805,10,0.867256,1.39088e-07
806,10,0.867257,1.38466e-07
807,10,0.867258,1.37845e-07
808,10,0.867259,1.37224e-07
809,10,0.86726,1.36603e-07
810,10,0.867261,1.35982e-07
811,10,0.867262,1.35361e-07
812,10,0.867264,1.3474e-07
813,10,0.867265,1.3412e-07
814,10,0.867266,1.33499e-07
815,10,0.867267,1.32879e-07
816,10,0.867268,1.32259e-07
817,10,0.867269,1.31639e-07
818,10,0.86727,1.31018e-07
819,10,0.867272,1.30399e-07
820,10,0.867273,1.29779e-07
821,10,0.867274,1.29159e-07
822,10,0.867275,1.28539e-07
823,10,0.867276,1.2792e-07
824,10,0.867277,1.273e-07
825,10,0.867278,1.26681e-07
826,10,0.86728,1.26062e-07
827,10,0.867281,1.25443e-07
828,10,0.867282,1.24824e-07
829,10,0.867283,1.24206e-07
830,10,0.867284,1.23587e-07
831,10,0.867285,1.22968e-07
832,10,0.867286,1.2235e-07
833,10,0.867288,1.21732e-07
834,10,0.867289,1.21113e-07
835,10,0.86729,1.20496e-07
836,10,0.867291,1.19878e-07
837,10,0.867292,1.1926e-07
838,10,0.867293,1.18642e-07
839,10,0.867294,1.18025e-07
840,10,0.867296,1.17407e-07
841,10,0.867297,1.1679e-07
842,10,0.867298,1.16173e-07
843,10,0.867299,1.15556e-07
844,10,0.8673,1.14939e-07
845,10,0.867301,1.14323e-07
846,10,0.867303,1.13706e-07
847,10,0.867304,1.1309e-07
848,10,0.867305,1.12474e-07
849,10,0.867306,1.11858e-07
850,10,0.867307,1.11241e-07
851,10,0.867309,1.10626e-07
852,10,0.86731,1.1001e-07
853,10,0.867311,1.09395e-07
854,10,0.867312,1.08779e-07
855,10,0.867313,1.08164e-07
856,10,0.867315,1.07549e-07
857,10,0.867316,1.06934e-07
858,10,0.867317,1.06319e-07
859,10,0.867318,1.05704e-07
860,10,0.867319,1.0509e-07
861,10,0.86732,1.04475e-07
862,10,0.867322,1.03861e-07
863,10,0.867323,1.03247e-07
864,10,0.867324,1.02633e-07
865,10,0.867325,1.02019e-07
866,10,0.867327,1.01405e-07
867,10,0.867328,1.00792e-07
868,10,0.867329,1.00179e-07
869,10,0.86733,9.95655e-08
870,10,0.867331,9.89522e-08
871,10,0.867333,9.83395e-08
872,10,0.867334,9.77265e-08
873,10,0.867335,9.7114e-08
874,10,0.867336,9.65013e-08
875,10,0.867337,9.58892e-08
876,10,0.867339,9.52767e-08
877,10,0.86734,9.46649e-08
878,10,0.867341,9.40527e-08
879,10,0.867342,9.34411e-08
880,10,0.867344,9.28293e-08
881,10,0.867345,9.2218e-08
882,10,0.867346,9.16064e-08
883,10,0.867347,9.09954e-08
884,10,0.867349,9.03841e-08
885,10,0.86735,8.97734e-08
886,10,0.867351,8.91624e-08
887,10,0.867352,8.8552e-08
888,10,0.867354,8.79413e-08
889,10,0.867355,8.73311e-08
890,10,0.867356,8.67207e-08
891,10,0.867357,8.61108e-08
892,10,0.867359,8.55006e-08
893,10,0.86736,8.4891e-08
894,10,0.867361,8.42812e-08
895,10,0.867362,8.36718e-08
896,10,0.867364,8.30622e-08
897,10,0.867365,8.24532e-08
898,10,0.867366,8.18439e-08
899,10,0.867367,8.12351e-08
900,10,0.867369,8.0626e-08
901,10,0.86737,8.00175e-08
902,10,0.867371,7.94087e-08
903,10,0.867372,7.88005e-08
904,10,0.867374,7.8192e-08
905,10,0.867375,7.7584e-08
906,10,0.867376,7.69758e-08
907,10,0.867377,7.63681e-08
908,10,0.867379,7.57601e-08
909,10,0.86738,7.51527e-08
910,10,0.867381,7.45449e-08
911,10,0.867382,7.39377e-08
912,10,0.867384,7.33303e-08
913,10,0.867385,7.27234e-08
914,10,0.867386,7.21161e-08
915,10,0.867388,7.15095e-08
916,10,0.867389,7.09025e-08
917,10,0.86739,7.02961e-08
918,10,0.867392,6.96894e-08
919,10,0.867393,6.90832e-08
920,10,0.867394,6.84767e-08
921,10,0.867395,6.78708e-08
922,10,0.867397,6.72646e-08
923,10,0.867398,6.66589e-08
924,10,0.867399,6.60529e-08
925,10,0.867401,6.54475e-08
926,10,0.867402,6.48418e-08
927,10,0.867403,6.42366e-08
928,10,0.867405,6.36311e-08
929,10,0.867406,6.30261e-08
930,10,0.867407,6.24209e-08
931,10,0.867408,6.18162e-08
932,10,0.86741,6.12111e-08
933,10,0.867411,6.06067e-08
934,10,0.867413,6.00019e-08
935,10,0.867414,5.93976e-08
936,10,0.867415,5.87931e-08
937,10,0.867416,5.81891e-08
938,10,0.867418,5.75847e-08
939,10,0.867419,5.6981e-08
940,10,0.867421,5.63769e-08
941,10,0.867422,5.57734e-08
942,10,0.867423,5.51696e-08
943,10,0.867424,5.45664e-08
944,10,0.867426,5.39628e-08
945,10,0.867427,5.33598e-08
946,10,0.867429,5.27566e-08
947,10,0.86743,5.21539e-08
948,10,0.867431,5.15509e-08
949,10,0.867433,5.09486e-08
950,10,0.867434,5.0346e-08
951,10,0.867435,4.9744e-08
952,10,0.867437,4.91418e-08
953,10,0.867438,4.85403e-08
954,10,0.86744,4.79385e-08
955,10,0.867441,4.73375e-08
956,10,0.867442,4.67364e-08
957,10,0.867443,4.6136e-08
958,10,0.867445,4.55356e-08
959,10,0.867446,4.4936e-08
960,10,0.867448,4.43365e-08
961,10,0.867449,4.3738e-08
962,10,0.867451,4.31397e-08
963,10,0.867452,4.25426e-08
964,10,0.867453,4.19458e-08
965,10,0.867454,4.13505e-08
966,10,0.867456,4.07559e-08
967,10,0.867457,4.0163e-08
968,10,0.867459,3.95711e-08
969,10,0.86746,3.89814e-08
970,10,0.867462,3.83935e-08
971,10,0.867463,3.78081e-08
972,10,0.867464,3.72252e-08
973,10,0.867466,3.6646e-08
974,10,0.867467,3.607e-08
975,10,0.867468,3.54988e-08
976,10,0.86747,3.49328e-08
977,10,0.867471,3.43725e-08
978,10,0.867473,3.3819e-08
979,10,0.867474,3.32753e-08
980,10,0.867476,3.27393e-08
981,10,0.867477,3.22156e-08
982,10,0.867479,3.17075e-08
983,10,0.86748,3.12117e-08
984,10,0.867481,3.07355e-08
985,10,0.867483,3.02879e-08
986,10,0.867484,2.98571e-08
987,10,0.867485,2.94605e-08
988,10,0.867487,2.91157e-08
989,10,0.867488,2.87935e-08
990,10,0.86749,2.85326e-08
991,10,0.867491,2.83678e-08
992,10,0.867493,2.8232e-08
993,10,0.867494,2.82093e-08
994,10,0.867495,2.83767e-08
995,10,0.867496,2.85584e-08
996,10,0.867498,2.89856e-08
997,10,0.867499,2.97781e-08
998,10,0.8675,3.05437e-08
999,10,0.867501,3.1793e-08
1000,10,0.867503,3.39033e-08
1001,10,0.867503,3.56963e-08
1002,10,0.867505,3.86098e-08
1003,10,0.867506,4.33038e-08
1004,10,0.867507,4.73705e-08
1005,10,0.867507,5.32724e-08
1006,10,0.867509,6.35663e-08
1007,10,0.867509,7.16092e-08
1008,10,0.86751,8.43321e-08
1009,10,0.867509,1.04559e-07
1010,10,0.867512,1.20881e-07
1011,10,0.867511,1.4369e-07
1012,10,0.867514,1.83322e-07
1013,10,0.867514,2.07998e-07
1014,10,0.867519,2.45418e-07
1015,10,0.867523,2.91803e-07
1016,10,0.867531,3.26802e-07
1017,10,0.867537,3.51667e-07
1018,10,0.867551,3.78715e-07
1019,10,0.867559,3.76329e-07
1020,10,0.867573,3.7631e-07
1,11,1,0
2,11,0.998787,0.000411899
3,11,1.0142,0.000780487
4,11,1.04223,0.00107801
5,11,1.06403,0.00130174
6,11,1.08091,0.0014446
7,11,1.09895,0.00151113
8,11,1.1141,0.00152815
9,11,1.12189,0.00150529
10,11,1.12395,0.00144779
11,11,1.12331,0.00137181
12,11,1.12014,0.00128544
13,11,1.11372,0.00119243
14,11,1.10509,0.00109905
15,11,1.09579,0.00100776
16,11,1.08603,0.000918925
17,11,1.07566,0.000835304
18,11,1.06522,0.000757519
19,11,1.05516,0.000684701
20,11,1.04545,0.000617508
21,11,1.03614,0.000556135
22,11,1.02738,0.000499843
23,11,1.01921,0.000448452
24,11,1.01163,0.000401827
25,11,1.00462,0.000359499
26,11,0.998192,0.000321155
27,11,0.992318,0.00028652
28,11,0.98697,0.000255254
29,11,0.982115,0.000227083
30,11,0.977726,0.000201745
31,11,0.973769,0.000178969
32,11,0.970209,0.000158534
33,11,0.967016,0.000140229
34,11,0.964158,0.000123842
35,11,0.961606,0.000109199
36,11,0.959332,9.61325e-05
37,11,0.95731,8.44856e-05
38,11,0.955515,7.41202e-05
39,11,0.953926,6.49097e-05
40,11,0.952522,5.67358e-05
41,11,0.951283,4.94934e-05
42,11,0.950193,4.30868e-05
43,11,0.949235,3.74281e-05
44,11,0.948395,3.24386e-05
45,11,0.94766,2.80468e-05
46,11,0.947018,2.41877e-05
47,11,0.946459,2.08034e-05
48,11,0.945973,1.78411e-05
49,11,0.945551,1.52535e-05
50,11,0.945187,1.29981e-05
51,11,0.944872,1.10368e-05
52,11,0.944601,9.33518e-06
53,11,0.944368,7.86276e-06
54,11,0.944169,6.59214e-06
55,11,0.943999,5.49888e-06
56,11,0.943855,4.56122e-06
57,11,0.943732,3.7598e-06
58,11,0.943629,3.07741e-06
59,11,0.943542,2.49879e-06
60,11,0.943469,2.01044e-06
61,11,0.943408,1.60041e-06
62,11,0.943358,1.25817e-06
63,11,0.943316,9.7443e-07
64,11,0.943282,7.41036e-07
65,11,0.943254,5.50828e-07
66,11,0.943231,3.97535e-07
67,11,0.943212,2.75677e-07
68,11,0.943198,1.80475e-07
69,11,0.943186,1.07775e-07
70,11,0.943176,5.39668e-08
71,11,0.943169,1.59296e-08
72,11,0.943163,-9.03229e-09
73,11,0.943158,-2.32384e-08
74,11,0.943154,-2.86785e-08
75,11,0.943151,-2.70538e-08
76,11,0.943148,-1.98129e-08
77,11,0.943146,-8.18446e-09
78,11,0.943143,6.79446e-09
79,11,0.943141,2.42529e-08
80,11,0.943139,4.3464e-08
81,11,0.943136,6.38247e-08
82,11,0.943133,8.48393e-08
83,11,0.943131,1.06103e-07
84,11,0.943128,1.27291e-07
85,11,0.943124,1.48144e-07
86,11,0.943121,1.68459e-07
87,11,0.943117,1.88082e-07
88,11,0.943113,2.06898e-07
89,11,0.943108,2.24827e-07
90,11,0.943103,2.41815e-07
91,11,0.943098,2.57832e-07
92,11,0.943093,2.72867e-07
93,11,0.943088,2.86922e-07
94,11,0.943082,3.00014e-07
95,11,0.943076,3.12166e-07
96,11,0.94307,3.23412e-07
97,11,0.943063,3.33787e-07
98,11,0.943057,3.43333e-07
99,11,0.94305,3.52093e-07
100,11,0.943043,3.60111e-07
101,11,0.943036,3.67434e-07
102,11,0.943029,3.74105e-07
103,11,0.943022,3.8017e-07
104,11,0.943015,3.85672e-07
105,11,0.943007,3.90652e-07
106,11,0.943,3.9515e-07
107,11,0.942992,3.99205e-07
108,11,0.942984,4.02853e-07
109,11,0.942977,4.06128e-07
110,11,0.942969,4.09062e-07
111,11,0.942961,4.11686e-07
112,11,0.942953,4.14026e-07
113,11,0.942945,4.16109e-07
114,11,0.942937,4.17959e-07
115,11,0.942929,4.19598e-07
116,11,0.942921,4.21046e-07
117,11,0.942913,4.22323e-07
118,11,0.942905,4.23445e-07
119,11,0.942897,4.24429e-07
120,11,0.942889,4.25287e-07
121,11,0.942881,4.26034e-07
122,11,0.942873,4.26682e-07
123,11,0.942865,4.2724e-07
124,11,0.942856,4.27719e-07
125,11,0.942848,4.28127e-07
126,11,0.94284,4.28473e-07
127,11,0.942832,4.28763e-07
128,11,0.942824,4.29004e-07
129,11,0.942816,4.29201e-07
130,11,0.942808,4.2936e-07
131,11,0.9428,4.29485e-07
132,11,0.942792,4.2958e-07
133,11,0.942784,4.29649e-07
134,11,0.942775,4.29695e-07
135,11,0.942767,4.29722e-07
136,11,0.942759,4.2973e-07
137,11,0.942751,4.29724e-07
138,11,0.942743,4.29704e-07
139,11,0.942735,4.29672e-07
140,11,0.942727,4.2963e-07
141,11,0.942719,4.2958e-07
142,11,0.942711,4.29522e-07
143,11,0.942703,4.29458e-07
144,11,0.942695,4.29388e-07
145,11,0.942687,4.29314e-07
146,11,0.942679,4.29235e-07
147,11,0.942672,4.29152e-07
148,11,0.942664,4.29067e-07
149,11,0.942656,4.28979e-07
150,11,0.942648,4.28888e-07
151,11,0.94264,4.28796e-07
152,11,0.942632,4.28702e-07
153,11,0.942624,4.28606e-07
154,11,0.942616,4.28509e-07
155,11,0.942609,4.28411e-07
156,11,0.942601,4.28313e-07
157,11,0.942593,4.28213e-07
158,11,0.942585,4.28112e-07
159,11,0.942577,4.28011e-07
160,11,0.94257,4.27909e-07
161,11,0.942562,4.27806e-07
162,11,0.942554,4.27703e-07
163,11,0.942546,4.27599e-07
164,11,0.942539,4.27495e-07
165,11,0.942531,4.2739e-07
166,11,0.942523,4.27285e-07
167,11,0.942516,4.27179e-07
168,11,0.942508,4.27073e-07
169,11,0.942501,4.26966e-07
170,11,0.942493,4.26858e-07
171,11,0.942485,4.2675e-07
172,11,0.942478,4.26642e-07
173,11,0.94247,4.26533e-07
174,11,0.942463,4.26423e-07
175,11,0.942455,4.26313e-07
176,11,0.942448,4.26202e-07
177,11,0.94244,4.26091e-07
178,11,0.942433,4.25979e-07
179,11,0.942425,4.25866e-07
180,11,0.942418,4.25753e-07
181,11,0.94241,4.25639e-07
182,11,0.942403,4.25524e-07
183,11,0.942395,4.25409e-07
184,11,0.942388,4.25293e-07
185,11,0.942381,4.25176e-07
186,11,0.942373,4.25059e-07
187,11,0.942366,4.24941e-07
188,11,0.942359,4.24822e-07
189,11,0.942351,4.24703e-07
190,11,0.942344,4.24583e-07
191,11,0.942337,4.24462e-07
192,11,0.94233,4.2434e-07
193,11,0.942322,4.24218e-07
194,11,0.942315,4.24095e-07
195,11,0.942308,4.23971e-07
196,11,0.942301,4.23846e-07
197,11,0.942294,4.23721e-07
198,11,0.942286,4.23595e-07
199,11,0.942279,4.23468e-07
200,11,0.942272,4.2334e-07
201,11,0.942265,4.23211e-07
202,11,0.942258,4.23082e-07
203,11,0.942251,4.22952e-07
204,11,0.942244,4.22821e-07
205,11,0.942237,4.22689e-07
206,11,0.94223,4.22557e-07
207,11,0.942223,4.22424e-07
208,11,0.942216,4.22289e-07
209,11,0.942209,4.22155e-07
210,11,0.942202,4.22019e-07
211,11,0.942195,4.21882e-07
212,11,0.942188,4.21745e-07
213,11,0.942181,4.21607e-07
214,11,0.942174,4.21467e-07
215,11,0.942168,4.21328e-07
216,11,0.942161,4.21187e-07
217,11,0.942154,4.21045e-07
218,11,0.942147,4.20903e-07
219,11,0.94214,4.2076e-07
220,11,0.942134,4.20615e-07
221,11,0.942127,4.2047e-07
222,11,0.94212,4.20325e-07
223,11,0.942114,4.20178e-07
224,11,0.942107,4.2003e-07
225,11,0.9421,4.19882e-07
226,11,0.942094,4.19733e-07
227,11,0.942087,4.19582e-07
228,11,0.94208,4.19431e-07
229,11,0.942074,4.19279e-07
230,11,0.942067,4.19127e-07
231,11,0.942061,4.18973e-07
232,11,0.942054,4.18818e-07
233,11,0.942048,4.18663e-07
234,11,0.942041,4.18507e-07
235,11,0.942035,4.18349e-07
236,11,0.942028,4.18191e-07
237,11,0.942022,4.18032e-07
238,11,0.942016,4.17872e-07
239,11,0.942009,4.17711e-07
240,11,0.942003,4.17549e-07
241,11,0.941996,4.17387e-07
242,11,0.94199,4.17223e-07
243,11,0.941984,4.17059e-07
244,11,0.941978,4.16893e-07
245,11,0.941971,4.16727e-07
246,11,0.941965,4.16559e-07
247,11,0.941959,4.16391e-07
248,11,0.941953,4.16222e-07
249,11,0.941947,4.16052e-07
250,11,0.94194,4.15881e-07
251,11,0.941934,4.15709e-07
252,11,0.941928,4.15536e-07
253,11,0.941922,4.15362e-07
254,11,0.941916,4.15187e-07
255,11,0.94191,4.15011e-07
256,11,0.941904,4.14835e-07
257,11,0.941898,4.14657e-07
258,11,0.941892,4.14478e-07
259,11,0.941886,4.14299e-07
260,11,0.94188,4.14118e-07
261,11,0.941874,4.13936e-07
262,11,0.941868,4.13754e-07
263,11,0.941862,4.1357e-07
264,11,0.941856,4.13386e-07
265,11,0.941851,4.132e-07
266,11,0.941845,4.13014e-07
267,11,0.941839,4.12826e-07
268,11,0.941833,4.12638e-07
269,11,0.941828,4.12448e-07
270,11,0.941822,4.12258e-07
271,11,0.941816,4.12066e-07
272,11,0.94181,4.11874e-07
273,11,0.941805,4.1168e-07
274,11,0.941799,4.11486e-07
275,11,0.941794,4.1129e-07
276,11,0.941788,4.11094e-07
277,11,0.941782,4.10896e-07
278,11,0.941777,4.10697e-07
279,11,0.941771,4.10498e-07
280,11,0.941766,4.10297e-07
281,11,0.94176,4.10095e-07
282,11,0.941755,4.09893e-07
283,11,0.941749,4.09689e-07
284,11,0.941744,4.09484e-07
285,11,0.941739,4.09278e-07
286,11,0.941733,4.09071e-07
287,11,0.941728,4.08863e-07
288,11,0.941723,4.08654e-07
289,11,0.941717,4.08444e-07
290,11,0.941712,4.08233e-07
291,11,0.941707,4.08021e-07
292,11,0.941702,4.07807e-07
293,11,0.941696,4.07593e-07
294,11,0.941691,4.07377e-07
295,11,0.941686,4.07161e-07
296,11,0.941681,4.06943e-07
297,11,0.941676,4.06725e-07
298,11,0.941671,4.06505e-07
299,11,0.941666,4.06284e-07
300,11,0.941661,4.06062e-07
301,11,0.941656,4.05839e-07
302,11,0.941651,4.05615e-07
303,11,0.941646,4.0539e-07
304,11,0.941641,4.05163e-07
305,11,0.941636,4.04936e-07
306,11,0.941631,4.04707e-07
307,11,0.941626,4.04478e-07
308,11,0.941621,4.04247e-07
309,11,0.941616,4.04015e-07
310,11,0.941611,4.03782e-07
311,11,0.941607,4.03548e-07
312,11,0.941602,4.03313e-07
313,11,0.941597,4.03076e-07
314,11,0.941592,4.02839e-07
315,11,0.941588,4.026e-07
316,11,0.941583,4.0236e-07
317,11,0.941578,4.0212e-07
318,11,0.941574,4.01878e-07
319,11,0.941569,4.01634e-07
320,11,0.941565,4.0139e-07
321,11,0.94156,4.01144e-07
322,11,0.941555,4.00898e-07
323,11,0.941551,4.0065e-07
324,11,0.941546,4.00401e-07
325,11,0.941542,4.00151e-07
326,11,0.941538,3.999e-07
327,11,0.941533,3.99647e-07
328,11,0.941529,3.99393e-07
329,11,0.941524,3.99139e-07
330,11,0.94152,3.98883e-07
331,11,0.941516,3.98625e-07
332,11,0.941511,3.98367e-07
333,11,0.941507,3.98108e-07
334,11,0.941503,3.97847e-07
335,11,0.941499,3.97585e-07
336,11,0.941495,3.97322e-07
337,11,0.94149,3.97058e-07
338,11,0.941486,3.96792e-07
339,11,0.941482,3.96525e-07
340,11,0.941478,3.96258e-07
341,11,0.941474,3.95988e-07
342,11,0.94147,3.95718e-07
343,11,0.941466,3.95447e-07
344,11,0.941462,3.95174e-07
345,11,0.941458,3.949e-07
346,11,0.941454,3.94625e-07
347,11,0.94145,3.94349e-07
348,11,0.941446,3.94071e-07
349,11,0.941442,3.93792e-07
350,11,0.941438,3.93512e-07
351,11,0.941435,3.93231e-07
352,11,0.941431,3.92948e-07
353,11,0.941427,3.92665e-07
354,11,0.941423,3.9238e-07
355,11,0.941419,3.92094e-07
356,11,0.941416,3.91806e-07
357,11,0.941412,3.91517e-07
358,11,0.941408,3.91228e-07
359,11,0.941405,3.90936e-07
360,11,0.941401,3.90644e-07
361,11,0.941397,3.9035e-07
362,11,0.941394,3.90055e-07
363,11,0.94139,3.89759e-07
364,11,0.941387,3.89462e-07
365,11,0.941383,3.89163e-07
366,11,0.94138,3.88863e-07
367,11,0.941376,3.88562e-07
368,11,0.941373,3.88259e-07
369,11,0.94137,3.87956e-07
370,11,0.941366,3.87651e-07
371,11,0.941363,3.87344e-07
372,11,0.94136,3.87037e-07
373,11,0.941356,3.86728e-07
374,11,0.941353,3.86418e-07
375,11,0.94135,3.86106e-07
376,11,0.941346,3.85794e-07
377,11,0.941343,3.8548e-07
378,11,0.94134,3.85164e-07
379,11,0.941337,3.84848e-07
380,11,0.941334,3.8453e-07
381,11,0.941331,3.84211e-07
382,11,0.941328,3.83891e-07
383,11,0.941325,3.83569e-07
384,11,0.941321,3.83246e-07
385,11,0.941318,3.82922e-07
386,11,0.941315,3.82596e-07
387,11,0.941313,3.82269e-07
388,11,0.94131,3.81941e-07
389,11,0.941307,3.81611e-07
390,11,0.941304,3.8128e-07
391,11,0.941301,3.80948e-07
392,11,0.941298,3.80615e-07
393,11,0.941295,3.8028e-07
394,11,0.941292,3.79944e-07
395,11,0.94129,3.79607e-07
396,11,0.941287,3.79268e-07
397,11,0.941284,3.78928e-07
398,11,0.941281,3.78587e-07
399,11,0.941279,3.78244e-07
400,11,0.941276,3.779e-07
401,11,0.941273,3.77555e-07
402,11,0.941271,3.77208e-07
403,11,0.941268,3.7686e-07
404,11,0.941266,3.76511e-07
405,11,0.941263,3.7616e-07
406,11,0.941261,3.75808e-07
407,11,0.941258,3.75455e-07
408,11,0.941256,3.751e-07
409,11,0.941253,3.74744e-07
410,11,0.941251,3.74387e-07
411,11,0.941248,3.74028e-07
412,11,0.941246,3.73669e-07
413,11,0.941244,3.73307e-07
414,11,0.941241,3.72945e-07
415,11,0.941239,3.72581e-07
416,11,0.941237,3.72215e-07
417,11,0.941235,3.71849e-07
418,11,0.941232,3.71481e-07
419,11,0.94123,3.71111e-07
420,11,0.941228,3.70741e-07
421,11,0.941226,3.70369e-07
422,11,0.941224,3.69995e-07
423,11,0.941221,3.69621e-07
424,11,0.941219,3.69245e-07
425,11,0.941217,3.68867e-07
426,11,0.941215,3.68488e-07
427,11,0.941213,3.68108e-07
428,11,0.941211,3.67727e-07
429,11,0.941209,3.67344e-07
430,11,0.941207,3.6696e-07
431,11,0.941205,3.66574e-07
432,11,0.941203,3.66187e-07
433,11,0.941201,3.65799e-07
434,11,0.9412,3.6541e-07
435,11,0.941198,3.65019e-07
436,11,0.941196,3.64626e-07
437,11,0.941194,3.64233e-07
438,11,0.941192,3.63838e-07
439,11,0.941191,3.63441e-07
440,11,0.941189,3.63044e-07
441,11,0.941187,3.62645e-07
442,11,0.941185,3.62244e-07
443,11,0.941184,3.61843e-07
444,11,0.941182,3.61439e-07
445,11,0.941181,3.61035e-07
446,11,0.941179,3.60629e-07
447,11,0.941177,3.60222e-07
448,11,0.941176,3.59813e-07
449,11,0.941174,3.59404e-07
450,11,0.941173,3.58992e-07
451,11,0.941171,3.5858e-07
452,11,0.94117,3.58166e-07
453,11,0.941168,3.5775e-07
454,11,0.941167,3.57334e-07
455,11,0.941166,3.56916e-07
456,11,0.941164,3.56496e-07
457,11,0.941163,3.56075e-07
458,11,0.941161,3.55653e-07
459,11,0.94116,3.5523e-07
460,11,0.941159,3.54805e-07
461,11,0.941158,3.54379e-07
462,11,0.941156,3.53951e-07
463,11,0.941155,3.53523e-07
464,11,0.941154,3.53092e-07
465,11,0.941153,3.52661e-07
466,11,0.941152,3.52228e-07
467,11,0.94115,3.51794e-07
468,11,0.941149,3.51358e-07
469,11,0.941148,3.50921e-07
470,11,0.941147,3.50483e-07
471,11,0.941146,3.50043e-07
472,11,0.941145,3.49602e-07
473,11,0.941144,3.4916e-07
474,11,0.941143,3.48716e-07
475,11,0.941142,3.48271e-07
476,11,0.941141,3.47825e-07
477,11,0.94114,3.47377e-07
478,11,0.941139,3.46928e-07
479,11,0.941138,3.46478e-07
480,11,0.941137,3.46026e-07
481,11,0.941136,3.45573e-07
482,11,0.941136,3.45118e-07
483,11,0.941135,3.44663e-07
484,11,0.941134,3.44206e-07
485,11,0.941133,3.43747e-07
486,11,0.941132,3.43288e-07
487,11,0.941132,3.42826e-07
488,11,0.941131,3.42364e-07
489,11,0.94113,3.419e-07
490,11,0.94113,3.41435e-07
491,11,0.941129,3.40969e-07
492,11,0.941128,3.40501e-07
493,11,0.941128,3.40032e-07
494,11,0.941127,3.39562e-07
495,11,0.941126,3.3909e-07
496,11,0.941126,3.38618e-07
497,11,0.941125,3.38143e-07
498,11,0.941125,3.37668e-07
499,11,0.941124,3.37191e-07
500,11,0.941124,3.36713e-07
501,11,0.941123,3.36233e-07
502,11,0.941123,3.35752e-07
503,11,0.941123,3.3527e-07
504,11,0.941122,3.34787e-07
505,11,0.941122,3.34302e-07
506,11,0.941121,3.33816e-07
507,11,0.941121,3.33329e-07
508,11,0.941121,3.32841e-07
